[I 2026-06-10 17:19:53,172] A new study created in memory with name: no-name-c4580f65-e80b-43b5-8c76-e5ee6f3c8c5f
[I 2026-06-10 17:19:55,058] Trial 0 finished with values: [-0.753266716705887, 0.0693264447677604] and parameters: {'k1': 0.01549659926581634, 'D_low': 9.250120000291027, 'k2': 0.0005700142105246941, 'D_high': 14268.845807630427, 'fire_exp': 1.608176525358426, 'P_half': 50.32059347286801, 'pre_dampen_half': 103.02162547570735, 'gpp_af': 1.3218737536384089, 'gpp_b': 0.00977702299083608, 'gpp_d': 500.2195003344709, 'ign_k': 3.1536006085184716, 'ign_c': 21.132597710340573, 'trop_agb_crit': 3.095183742938872, 'trop_k_veg': 3.410846254238515, 'fire_amp': 1.0}.
[I 2026-06-10 17:19:57,080] Trial 1 finished with values: [10.89113349593738, 10.89113349593738] and parameters: {'k1': 0.00031489116479568613, 'D_low': 6351.221010640702, 'k2': 0.008471801418819975, 'D_high': 2481.0409748678126, 'fire_exp': 1.4322493718230251, 'P_half': 4.2070539502879365, 'pre_dampen_half': 0.0195172246414495, 'gpp_af': 21.42302175774105, 'gpp_b': 0.040428727350273294, 'gpp_d': 34.70266988650411, 'ign_k': 0.0012087541473056963, 'ign_c': 757.9479953347999, 'trop_agb_crit': 16.967533607196547, 'trop_k_veg': 0.9008485225328876, 'fire_amp': 1.3851197621057665}.
[I 2026-06-10 17:19:59,318] Trial 2 finished with values: [10.888928870161896, 10.888928870161896] and parameters: {'k1': 5.415244119402538e-05, 'D_low': 16.480446427978972, 'k2': 0.0012561043700013551, 'D_high': 534.2937261279774, 'fire_exp': 1.9553708662745248, 'P_half': 280.163515871626, 'pre_dampen_half': 0.04982752357076448, 'gpp_af': 0.028888383623653185, 'gpp_b': 0.0015782327810795573, 'gpp_d': 1.9069966103000422, 'ign_k': 1.382623217936987, 'ign_c': 0.6290644294586147, 'trop_agb_crit': 5.748924681991978, 'trop_k_veg': 2.584093506411774, 'fire_amp': 1.0867895322868466}.
[I 2026-06-10 17:20:01,200] Trial 3 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.0026926469100861782, 'D_low': 4.809461967501573, 'k2': 1.8205657658407255e-05, 'D_high': 62451.395747430804, 'fire_exp': 9.23915031962725, 'P_half': 1712.3375973163984, 'pre_dampen_half': 0.3334792728637583, 'gpp_af': 0.0030786517836196197, 'gpp_b': 0.12746711578215045, 'gpp_d': 1.587678152692399, 'ign_k': 0.003077180271250686, 'ign_c': 9.565499215943817, 'trop_agb_crit': 1.1240768803005543, 'trop_k_veg': 6.221582596639011, 'fire_amp': 1.5899005744404588}.
[I 2026-06-10 17:20:02,895] Trial 4 finished with values: [10.888449121807499, 10.888449121807499] and parameters: {'k1': 0.004467752817973905, 'D_low': 17.65404805249507, 'k2': 0.0012030178871154666, 'D_high': 1537.592023548176, 'fire_exp': 1.5305744365500176, 'P_half': 7556.810141274427, 'pre_dampen_half': 75.10418138777538, 'gpp_af': 49.830438374949125, 'gpp_b': 2.3386439256208704, 'gpp_d': 9.761125443110442, 'ign_k': 4.869640941520899, 'ign_c': 0.22592797420156951, 'trop_agb_crit': 1.9475582306295418, 'trop_k_veg': 0.5667990147757791, 'fire_amp': 1.7912500010961188}.
[I 2026-06-10 17:20:04,611] Trial 5 finished with values: [10.87100876048351, 10.87100876048351] and parameters: {'k1': 0.00035868164986275477, 'D_low': 12.172958098369968, 'k2': 0.02065142557895925, 'D_high': 267.3088310781672, 'fire_exp': 1.9095652801045373, 'P_half': 148.17820606039086, 'pre_dampen_half': 0.050654860639753524, 'gpp_af': 10.25616274847308, 'gpp_b': 2.800940363375676e-05, 'gpp_d': 859.8737339212263, 'ign_k': 1.2273800987852967, 'ign_c': 0.6235377135673155, 'trop_agb_crit': 1.0189592979395135, 'trop_k_veg': 4.796046723963646, 'fire_amp': 3.548476438923424}.
[I 2026-06-10 17:20:06,504] Trial 6 finished with values: [10.886198590236148, 10.886198590236148] and parameters: {'k1': 0.00824192526487645, 'D_low': 1216.4139351417061, 'k2': 1.97778285124627e-05, 'D_high': 271.55819552829405, 'fire_exp': 1.305777134899723, 'P_half': 2834.090429514774, 'pre_dampen_half': 13.076473382928533, 'gpp_af': 0.04513257622008944, 'gpp_b': 2.4063018320720924e-05, 'gpp_d': 0.3588488911386258, 'ign_k': 0.01998634077852888, 'ign_c': 82.87522363768154, 'trop_agb_crit': 8.74479618932312, 'trop_k_veg': 5.85168037586392, 'fire_amp': 2.330529660087218}.
[I 2026-06-10 17:20:08,180] Trial 7 finished with values: [10.892789476867105, 10.892789476867105] and parameters: {'k1': 3.0086868214458443e-05, 'D_low': 712.8188058401365, 'k2': 0.011044350847124691, 'D_high': 1758.364027000852, 'fire_exp': 5.901564798023388, 'P_half': 94.44574254983563, 'pre_dampen_half': 4.108318894699926, 'gpp_af': 0.137310924682403, 'gpp_b': 1.420740499067604e-05, 'gpp_d': 0.034630370261191847, 'ign_k': 0.0013357240411974098, 'ign_c': 35.12704726270843, 'trop_agb_crit': 2.9130095015495914, 'trop_k_veg': 2.048095183109572, 'fire_amp': 5.0842159235079025}.
[I 2026-06-10 17:20:09,813] Trial 8 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 9.935023909063687e-05, 'D_low': 43.805807679056535, 'k2': 0.010524574681335632, 'D_high': 82.26074946221037, 'fire_exp': 1.1939328726535439, 'P_half': 14.421346497969488, 'pre_dampen_half': 0.06398916399944082, 'gpp_af': 44.51314315649209, 'gpp_b': 0.7058660227368639, 'gpp_d': 14.689898077648792, 'ign_k': 3.06085221067225, 'ign_c': 163.94127471631597, 'trop_agb_crit': 1.8861950443028859, 'trop_k_veg': 5.9390657068063915, 'fire_amp': 2.6283902041435616}.
[I 2026-06-10 17:20:11,572] Trial 9 finished with values: [10.752785505995647, 10.752785505995647] and parameters: {'k1': 0.016973078532467004, 'D_low': 3840.3004190988563, 'k2': 0.0001870742013766025, 'D_high': 27.55546207779663, 'fire_exp': 1.6901885781909627, 'P_half': 51.10120656497163, 'pre_dampen_half': 123.04779330083686, 'gpp_af': 20.12115544906385, 'gpp_b': 1.1008110571039521e-05, 'gpp_d': 3.57879245350232, 'ign_k': 0.0467351899956275, 'ign_c': 0.773448215664679, 'trop_agb_crit': 1.5033346993841157, 'trop_k_veg': 1.2749676887479542, 'fire_amp': 5.416595007374148}.
[I 2026-06-10 17:20:13,656] Trial 10 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.00019625093208439862, 'D_low': 118.89469769530467, 'k2': 0.006487477066058677, 'D_high': 284.78585168562967, 'fire_exp': 9.370916815598129, 'P_half': 7076.022085822009, 'pre_dampen_half': 0.18151456496577564, 'gpp_af': 0.3063673848555845, 'gpp_b': 0.0006386602091836768, 'gpp_d': 0.2655843450849988, 'ign_k': 0.0014045842344024703, 'ign_c': 27.431991397796672, 'trop_agb_crit': 5.527361503993262, 'trop_k_veg': 0.5767088252796749, 'fire_amp': 1.6475139271479562}.
[I 2026-06-10 17:20:15,338] Trial 11 finished with values: [10.892857065889586, 10.892857065889586] and parameters: {'k1': 0.042959927905391264, 'D_low': 9.083381663660585, 'k2': 3.798214508453257e-05, 'D_high': 907.4256288983863, 'fire_exp': 9.674988425050117, 'P_half': 9.29439415564499, 'pre_dampen_half': 22.944454507601968, 'gpp_af': 6.428328717564121, 'gpp_b': 0.00026657858841301916, 'gpp_d': 43.76044634724402, 'ign_k': 0.029589152820953094, 'ign_c': 33.82387201936214, 'trop_agb_crit': 8.62581622692092, 'trop_k_veg': 2.2085488395582877, 'fire_amp': 1.1755987008531337}.
[I 2026-06-10 17:20:17,216] Trial 12 finished with values: [10.892767054550989, 10.892767054550989] and parameters: {'k1': 0.02193865417811505, 'D_low': 19.192001101561882, 'k2': 5.572807500029961e-05, 'D_high': 14.557961490251989, 'fire_exp': 3.898458749305194, 'P_half': 513.1654955148325, 'pre_dampen_half': 0.01210428510799503, 'gpp_af': 0.36346725534286806, 'gpp_b': 0.0002285465401900534, 'gpp_d': 16.821470258034143, 'ign_k': 0.004982711200081134, 'ign_c': 58.04314717414065, 'trop_agb_crit': 3.726104236509946, 'trop_k_veg': 6.7128246388513295, 'fire_amp': 1.2794169340673422}.
[I 2026-06-10 17:20:18,890] Trial 13 finished with values: [10.871550878006259, 10.871550878006259] and parameters: {'k1': 0.00023134781612225627, 'D_low': 2.843767489444367, 'k2': 0.0499774937030317, 'D_high': 32311.521854410956, 'fire_exp': 1.811096651915224, 'P_half': 436.4516946807792, 'pre_dampen_half': 121.93011993958949, 'gpp_af': 0.5970408652384318, 'gpp_b': 0.015062722325200045, 'gpp_d': 0.1619054449471649, 'ign_k': 0.002357279455676982, 'ign_c': 388.02797007866826, 'trop_agb_crit': 21.380932890222198, 'trop_k_veg': 2.8926781829782864, 'fire_amp': 1.8357623383234334}.
[I 2026-06-10 17:20:21,402] Trial 14 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.00024936660834465205, 'D_low': 801.3508750140625, 'k2': 0.0387651117091163, 'D_high': 35346.441441965806, 'fire_exp': 6.023869375703683, 'P_half': 369.93598999597504, 'pre_dampen_half': 0.026345098397336078, 'gpp_af': 0.00642900214221209, 'gpp_b': 2.462210228732003, 'gpp_d': 10.768254179081206, 'ign_k': 0.0010883991813938126, 'ign_c': 0.25461628161276906, 'trop_agb_crit': 9.551521678079945, 'trop_k_veg': 0.5070663123919332, 'fire_amp': 1.3339298352621864}.
[I 2026-06-10 17:20:23,370] Trial 15 finished with values: [10.892856735297633, 10.892856735297633] and parameters: {'k1': 0.001566517163094646, 'D_low': 585.5726588796255, 'k2': 0.004053638704742309, 'D_high': 78.90004262668583, 'fire_exp': 5.154413091020758, 'P_half': 8.89193644629625, 'pre_dampen_half': 0.4236414938631993, 'gpp_af': 5.400786701286536, 'gpp_b': 0.07903098490824653, 'gpp_d': 176.24510039685507, 'ign_k': 0.42702329684055446, 'ign_c': 18.760068220300635, 'trop_agb_crit': 1.3752099014456878, 'trop_k_veg': 1.3859384729785302, 'fire_amp': 1.6083018222627783}.
[I 2026-06-10 17:20:25,216] Trial 16 finished with values: [10.892853844681923, 10.892853844681923] and parameters: {'k1': 9.461469059966113e-05, 'D_low': 7799.059237255678, 'k2': 0.00037358626308127543, 'D_high': 36998.679204890876, 'fire_exp': 4.2769938521987285, 'P_half': 1510.9330261674459, 'pre_dampen_half': 3.2597587933173577, 'gpp_af': 0.76651282046602, 'gpp_b': 0.009017915528354467, 'gpp_d': 0.09467055845337147, 'ign_k': 0.7759048401667639, 'ign_c': 1.327667883604765, 'trop_agb_crit': 1.0862195895119262, 'trop_k_veg': 2.9936160189545182, 'fire_amp': 1.373469110848509}.
[I 2026-06-10 17:20:27,122] Trial 17 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.05778755734457457, 'D_low': 6542.056762893129, 'k2': 0.04565176372646328, 'D_high': 302.4369161272648, 'fire_exp': 1.0362310858538248, 'P_half': 5167.425813322413, 'pre_dampen_half': 1.3833139021965035, 'gpp_af': 68.11991466118579, 'gpp_b': 6.049505313715197, 'gpp_d': 184.0972398983907, 'ign_k': 0.015058980408366392, 'ign_c': 3.470490935437501, 'trop_agb_crit': 18.081400596781233, 'trop_k_veg': 1.2038770175361675, 'fire_amp': 1.3548493046145347}.
[I 2026-06-10 17:20:29,296] Trial 18 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.0016873495104568939, 'D_low': 5554.169083020912, 'k2': 0.006083019192425824, 'D_high': 1906.5345519393518, 'fire_exp': 1.250767228649357, 'P_half': 288.4223471687845, 'pre_dampen_half': 891.8036602897795, 'gpp_af': 0.00501672247099786, 'gpp_b': 0.012881840401051753, 'gpp_d': 243.70551632385417, 'ign_k': 0.9184900818511543, 'ign_c': 61.38509947844848, 'trop_agb_crit': 10.90571569096499, 'trop_k_veg': 1.3546917410321284, 'fire_amp': 1.692227937675511}.
[I 2026-06-10 17:20:31,128] Trial 19 finished with values: [10.677771093093256, 10.677771093093256] and parameters: {'k1': 0.017276056747028225, 'D_low': 1739.6167422846984, 'k2': 0.02939607009739149, 'D_high': 44974.07193749848, 'fire_exp': 3.2459542834651627, 'P_half': 101.40635645866499, 'pre_dampen_half': 98.05638874011484, 'gpp_af': 1.7775411110039254, 'gpp_b': 0.16285506249643175, 'gpp_d': 95.2715755007094, 'ign_k': 3.6309591863459096, 'ign_c': 2.2489542843914485, 'trop_agb_crit': 3.5874145253515306, 'trop_k_veg': 0.6488368931910606, 'fire_amp': 2.818314238665462}.
[I 2026-06-10 17:20:32,990] Trial 20 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 1.392416289024867e-05, 'D_low': 72.8437126516689, 'k2': 0.001481080073036349, 'D_high': 140.01191914113753, 'fire_exp': 3.8979230431144027, 'P_half': 1.3243445838637977, 'pre_dampen_half': 0.015372374060846974, 'gpp_af': 12.971876440863593, 'gpp_b': 0.001449251800073137, 'gpp_d': 0.043181981126981975, 'ign_k': 0.12273630375458194, 'ign_c': 120.2193048491502, 'trop_agb_crit': 2.0835015454357144, 'trop_k_veg': 2.8119323832865257, 'fire_amp': 1.1652342369617454}.
[I 2026-06-10 17:20:35,021] Trial 21 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 1.6096330648219375e-05, 'D_low': 133.4807155996069, 'k2': 0.0014539199187561544, 'D_high': 3545.843846227985, 'fire_exp': 5.322201753534139, 'P_half': 8005.866020696464, 'pre_dampen_half': 3.815063241036454, 'gpp_af': 0.041189105896489775, 'gpp_b': 0.5903603324157484, 'gpp_d': 0.22602748689012583, 'ign_k': 0.057001421052469435, 'ign_c': 0.2059802236544963, 'trop_agb_crit': 1.0900492537293804, 'trop_k_veg': 7.21297117645184, 'fire_amp': 4.472176921013167}.
[I 2026-06-10 17:20:37,169] Trial 22 finished with values: [10.517689912036836, 10.517689912036836] and parameters: {'k1': 0.006079905434073396, 'D_low': 43.2326421037033, 'k2': 4.933751600448335e-05, 'D_high': 42.242359735170886, 'fire_exp': 1.7792742686803427, 'P_half': 157.3644610977214, 'pre_dampen_half': 37.40930273158252, 'gpp_af': 1.9998014714101113, 'gpp_b': 0.00047819318414852577, 'gpp_d': 594.7389794988394, 'ign_k': 0.8945150807271531, 'ign_c': 16.497426799845446, 'trop_agb_crit': 8.0091368834625, 'trop_k_veg': 1.6003641872536711, 'fire_amp': 1.5587346124822492}.
[I 2026-06-10 17:20:38,991] Trial 23 finished with values: [10.632034816746732, 10.632034816746732] and parameters: {'k1': 0.00026539376439360527, 'D_low': 1074.940539517341, 'k2': 1.1417577140741129e-05, 'D_high': 29.126651668813768, 'fire_exp': 1.111738490499784, 'P_half': 1.4551749476072258, 'pre_dampen_half': 189.36639872354493, 'gpp_af': 3.298293484806585, 'gpp_b': 0.006999112505425414, 'gpp_d': 0.030844007727232167, 'ign_k': 0.09256855841989636, 'ign_c': 7.832259769732471, 'trop_agb_crit': 1.8023542850487386, 'trop_k_veg': 1.6648666152166967, 'fire_amp': 2.042193818779288}.
[I 2026-06-10 17:20:40,795] Trial 24 finished with values: [10.875423815178246, 10.875423815178246] and parameters: {'k1': 0.0029067012153229104, 'D_low': 347.03605955441515, 'k2': 1.5178052094448868e-05, 'D_high': 315.101491238403, 'fire_exp': 4.225323019584208, 'P_half': 102.93072560417136, 'pre_dampen_half': 191.62369310763663, 'gpp_af': 1.9654778690222015, 'gpp_b': 9.497440085397415e-05, 'gpp_d': 0.02253428262837267, 'ign_k': 0.371259104528773, 'ign_c': 0.1276571787395169, 'trop_agb_crit': 7.332660227137139, 'trop_k_veg': 6.778288138489648, 'fire_amp': 2.804180410489304}.
[I 2026-06-10 17:20:42,823] Trial 25 finished with values: [10.892857142659844, 10.892857142659844] and parameters: {'k1': 0.00035700944411057794, 'D_low': 374.2423001985197, 'k2': 0.0006807874826564588, 'D_high': 1522.1840161091638, 'fire_exp': 8.739061764166133, 'P_half': 35.02761367842313, 'pre_dampen_half': 639.6653397497474, 'gpp_af': 33.63203991537027, 'gpp_b': 0.0001495363613262712, 'gpp_d': 0.022223195374893753, 'ign_k': 0.0025299503921303707, 'ign_c': 0.11827346017839091, 'trop_agb_crit': 1.3788077146542665, 'trop_k_veg': 3.321942481518088, 'fire_amp': 1.1360450031692337}.
[I 2026-06-10 17:20:45,025] Trial 26 finished with values: [10.829600820953685, 10.829600820953685] and parameters: {'k1': 0.0001887567630782227, 'D_low': 2396.0796124300746, 'k2': 1.2390468928182031e-05, 'D_high': 18108.14362107968, 'fire_exp': 1.9136159174067866, 'P_half': 2.969335773129636, 'pre_dampen_half': 30.456909077772018, 'gpp_af': 1.3954498518315706, 'gpp_b': 1.8400604093141188, 'gpp_d': 47.35384181058586, 'ign_k': 1.636529060071807, 'ign_c': 1.3431925993528124, 'trop_agb_crit': 1.8285200278523417, 'trop_k_veg': 4.0068236274914755, 'fire_amp': 4.2446263054164195}.
[I 2026-06-10 17:20:46,761] Trial 27 finished with values: [10.89235985944666, 10.89235985944666] and parameters: {'k1': 0.09162638829638212, 'D_low': 44.71679901231308, 'k2': 0.000307660926226903, 'D_high': 12754.159474033713, 'fire_exp': 2.191813210849194, 'P_half': 5284.809078673603, 'pre_dampen_half': 195.9132274597864, 'gpp_af': 0.13962723467364813, 'gpp_b': 0.32005631950316354, 'gpp_d': 59.253549386197555, 'ign_k': 0.002585207905676133, 'ign_c': 407.57883791361735, 'trop_agb_crit': 5.575951894884665, 'trop_k_veg': 4.94451790729735, 'fire_amp': 1.774381485395348}.
[I 2026-06-10 17:20:48,528] Trial 28 finished with values: [12.571421308483284, 12.571421308483284] and parameters: {'k1': 0.03820259936390116, 'D_low': 36.04182012888637, 'k2': 1.1049703024154134e-05, 'D_high': 41833.85682146036, 'fire_exp': 1.233919071594971, 'P_half': 18.93453091519153, 'pre_dampen_half': 562.7426550259207, 'gpp_af': 56.62858823465573, 'gpp_b': 0.027582100003239053, 'gpp_d': 14.427333163005196, 'ign_k': 0.06219881174029358, 'ign_c': 1.488823059798356, 'trop_agb_crit': 3.058280993112277, 'trop_k_veg': 3.226732148133099, 'fire_amp': 3.8500040010232275}.
[I 2026-06-10 17:20:50,497] Trial 29 finished with values: [10.874244454150237, 10.874244454150237] and parameters: {'k1': 0.014666151770108535, 'D_low': 1440.3650379563878, 'k2': 2.316457903103837e-05, 'D_high': 949.9072859745386, 'fire_exp': 1.14171776851287, 'P_half': 157.80309954142965, 'pre_dampen_half': 1.6130673726933187, 'gpp_af': 27.448645214004376, 'gpp_b': 0.0012749409641020352, 'gpp_d': 0.03848886303127135, 'ign_k': 0.0037322156377670697, 'ign_c': 111.18405953132105, 'trop_agb_crit': 8.188098178380693, 'trop_k_veg': 0.6618107836658104, 'fire_amp': 1.1626468420952578}.
